Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of intracellular signal transduction (GO:1902532)	12/198	0.25227672233935056	0.561295383100115	0	0	1.2718315562154137	1.751602907336214	ADGRG3;TLE1;STAT1;HYAL2;ZC3H12A;PLEK;PPIF;PLAUR;PTPRJ;TREM2;IFI35;HERPUD1
non-canonical Wnt signaling pathway (GO:0035567)	8/124	0.2523014154794656	0.561295383100115	0	0	1.3589080459770115	1.8713941422135036	SFRP1;FZD7;AGO1;WNT5A;GNB1;PSMB10;PSMB8;PSMB9
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	7/106	0.2534448338563273	0.561295383100115	0	0	1.393024942452622	1.912078709134109	FGR;CSF3;ENTPD5;HGF;OSM;TREM2;IER3
cellular macromolecule catabolic process (GO:0044265)	4/53	0.25389126421433406	0.561295383100115	0	0	1.6075027521381997	2.2036438573718558	ISG20;FBXO6;UBE2G1;RNASE2
IRE1-mediated unfolded protein response (GO:0036498)	4/53	0.25389126421433406	0.561295383100115	0	0	1.6075027521381997	2.2036438573718558	WIPI1;PREB;PARP16;PDIA5
regulation of DNA replication (GO:0006275)	4/53	0.25389126421433406	0.561295383100115	0	0	1.6075027521381997	2.2036438573718558	ACVRL1;RAD17;SMC3;S100A11
adiponectin-activated signaling pathway (GO:0033211)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	APPL1
amylin receptor signaling pathway (GO:0097647)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ADM
astrocyte development (GO:0014002)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	S100A9
cellular heat acclimation (GO:0070370)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HSPA6
cellular response to salt (GO:1902075)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ZC3H12A
cellular water homeostasis (GO:0009992)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	AQP1
chitin catabolic process (GO:0006032)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CHI3L1
chitin metabolic process (GO:0006030)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CHI3L1
cholesterol import (GO:0070508)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD36
COPI coating of Golgi vesicle (GO:0048205)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TMED9
COPI-coated vesicle budding (GO:0035964)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TMED9
dendrite extension (GO:0097484)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SLC9A6
embryonic skeletal joint development (GO:0072498)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	COL2A1
endoplasmic reticulum localization (GO:0051643)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	GRAMD2A
erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process (GO:1902221)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ASRGL1
foam cell differentiation (GO:0090077)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	STAT1
galactolipid biosynthetic process (GO:0019375)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	B3GALT2
galactosylceramide biosynthetic process (GO:0006682)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	B3GALT2
gamma-aminobutyric acid transport (GO:0015812)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SLC6A12
glycerol-3-phosphate metabolic process (GO:0006072)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	GPAM
Golgi transport vesicle coating (GO:0048200)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TMED9
guanine nucleotide transmembrane transport (GO:1903790)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SLC17A9
heat acclimation (GO:0010286)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HSPA6
heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HS2ST1
histamine metabolic process (GO:0001692)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HDC
histone-serine phosphorylation (GO:0035404)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	RPS6KA4
hydrogen peroxide biosynthetic process (GO:0050665)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	DUOX2
ISG15-protein conjugation (GO:0032020)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	UBE2L6
L-serine biosynthetic process (GO:0006564)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	PSAT1
macromolecule biosynthetic process (GO:0009059)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SLC11A1
macrophage derived foam cell differentiation (GO:0010742)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	STAT1
maintenance of DNA methylation (GO:0010216)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	USP7
mesenchymal cell differentiation involved in kidney development (GO:0072161)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	STAT1
metanephric collecting duct development (GO:0072205)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SHH
mineralocorticoid biosynthetic process (GO:0006705)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HSD3B1
mitochondrial protein catabolic process (GO:0035694)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	AFG1L
molybdopterin cofactor biosynthetic process (GO:0032324)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	MOCS1
morphogenesis of an endothelium (GO:0003159)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ACVRL1
multinuclear osteoclast differentiation (GO:0072674)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	DCSTAMP
N-terminal peptidyl-methionine acetylation (GO:0017196)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NAA30
negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	BACE2
negative regulation of astrocyte differentiation (GO:0048712)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TREM2
negative regulation of B cell receptor signaling pathway (GO:0050859)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD300A
negative regulation of cardiac muscle cell differentiation (GO:2000726)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	FZD7
negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD274
negative regulation of cellular extravasation (GO:0002692)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CCL28
negative regulation of cellular response to hypoxia (GO:1900038)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NOL3
negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ATP2B1
negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TGM2
negative regulation of fibroblast migration (GO:0010764)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HYAL2
negative regulation of glucocorticoid receptor signaling pathway (GO:2000323)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CRY2
negative regulation of lipoprotein particle clearance (GO:0010985)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	PCSK9
negative regulation of mast cell activation (GO:0033004)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD300A
negative regulation of monocyte chemotaxis (GO:0090027)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SLAMF8
negative regulation of myeloid cell apoptotic process (GO:0033033)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NOD2
negative regulation of sequestering of triglyceride (GO:0010891)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TREM2
negative regulation of transporter activity (GO:0032410)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	PPIF
negative regulation of triglyceride metabolic process (GO:0090209)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SORL1
negative regulation of trophoblast cell migration (GO:1901164)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TIMP1
negative regulation of vitamin metabolic process (GO:0046137)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SNAI1
neuroblast proliferation (GO:0007405)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SHH
neutrophil extravasation (GO:0072672)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD177
oxygen homeostasis (GO:0032364)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SOD2
plus-end-directed organelle transport along microtubule (GO:0072386)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	KIFAP3
positive regulation of anion transport (GO:1903793)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CEBPB
positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization (GO:1904925)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HK2
positive regulation of cholesterol storage (GO:0010886)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	LPL
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902237)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	RNF183
positive regulation of gluconeogenesis (GO:0045722)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NNMT
positive regulation of growth hormone secretion (GO:0060124)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ADCYAP1
positive regulation of immune response to tumor cell (GO:0002839)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD274
positive regulation of ion transmembrane transport (GO:0034767)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ANO6
positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NECTIN2
positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NECTIN2
positive regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903997)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	BDNF
positive regulation of plasminogen activation (GO:0010756)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HPN
positive regulation of receptor binding (GO:1900122)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	BDNF
positive regulation of sterol transport (GO:0032373)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	LIPG
positive regulation of T cell differentiation in thymus (GO:0033089)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SHH
positive regulation of T-helper 2 cell differentiation (GO:0045630)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD86
positive regulation of tau-protein kinase activity (GO:1902949)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	EGR1
pronephros development (GO:0048793)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SEC61A1
protein K29-linked ubiquitination (GO:0035519)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	RNF186
regulation of 3'-UTR-mediated mRNA stabilization (GO:1905868)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TENT4B
regulation of adipose tissue development (GO:1904177)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SORL1
regulation of anion channel activity (GO:0010359)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ABCB1
regulation of digestive system process (GO:0044058)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TYMP
regulation of DNA demethylation (GO:1901535)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	USP7
regulation of excitatory synapse assembly (GO:1904889)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	LRFN4
regulation of extracellular exosome assembly (GO:1903551)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SDCBP
regulation of glucokinase activity (GO:0033131)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	GCKR
regulation of hepatocyte proliferation (GO:2000345)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	HPN
regulation of hydrogen peroxide metabolic process (GO:0010310)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	MMP3
regulation of immunoglobulin mediated immune response (GO:0002889)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NECTIN2
regulation of long-chain fatty acid import across plasma membrane (GO:0010746)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ACSL1
regulation of macromolecule biosynthetic process (GO:0010556)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	S100A9
regulation of macrophage apoptotic process (GO:2000109)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NOD2
regulation of neutrophil extravasation (GO:2000389)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	OLFM4
regulation of NK T cell activation (GO:0051133)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD300A
regulation of nuclease activity (GO:0032069)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	OASL
regulation of retrograde transport, endosome to Golgi (GO:1905279)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	USP7
regulation of saliva secretion (GO:0046877)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	AQP1
regulation of SNARE complex assembly (GO:0035542)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ANKRD27
regulation of superoxide metabolic process (GO:0090322)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	SYK
regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	LGALS9
regulation of t-circle formation (GO:1904429)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TERF2
regulation of T-helper cell differentiation (GO:0045622)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	IL27
regulation of transmission of nerve impulse (GO:0051969)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	TYMP
regulation of type B pancreatic cell proliferation (GO:0061469)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NR4A3
replication-born double-strand break repair via sister chromatid exchange (GO:1990414)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	REC8
response to peptidoglycan (GO:0032494)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	IL6
response to testosterone (GO:0033574)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	NCOA4
sialylation (GO:0097503)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	ST3GAL4
sterol import (GO:0035376)	1/6	0.2574763449364732	0.561295383100115	0	0	3.9352637021716648	5.339473725246753	CD36
